"id";"period";"subject";"municipality";"settlement";"oktmo";"water_body";"indicator";"hazard_class";"cnt_cases";"value_min";"value_max";"unit"
4404;2016-08-31;Смоленская область;Город Смоленск;г. Смоленск;"66701000001";р. Днепр;Растворенный кислород;"";1;0.5;0.5;мг/л
4405;2016-08-31;Смоленская область;Город Смоленск;г. Смоленск;"66701000001";р. Днепр;Растворенный кислород;"";1;0.4;0.4;мг/л
4406;2016-08-31;Смоленская область;Город Смоленск;г. Смоленск;"66701000001";р. Днепр;Растворенный кислород;"";1;0.8;0.8;мг/л
4407;2016-08-31;Смоленская область;Город Смоленск;г. Смоленск;"66701000001";р. Днепр;Растворенный кислород;"";1;0.3;0.3;мг/л
4408;2016-08-31;Смоленская область;Город Смоленск;г. Смоленск;"66701000001";р. Днепр;Растворенный кислород;"";1;0.3;0.3;мг/л
4409;2016-08-31;Смоленская область;Город Смоленск;г. Смоленск;"66701000001";р. Днепр;Растворенный кислород;"";1;0.8;0.8;мг/л
4410;2016-08-31;Смоленская область;Город Смоленск;г. Смоленск;"66701000001";р. Днепр;Растворенный кислород;"";1;1.0;1.0;мг/л
4411;2016-08-31;Смоленская область;Город Смоленск;г. Смоленск;"66701000001";р. Днепр;Растворенный кислород;"";1;0.4;0.4;мг/л
4412;2016-08-31;Смоленская область;Город Смоленск;г. Смоленск;"66701000001";р. Днепр;Растворенный кислород;"";1;0.2;0.2;мг/л
4413;2016-08-31;Смоленская область;Город Смоленск;г. Смоленск;"66701000001";р. Днепр;Растворенный кислород;"";1;1.0;1.0;мг/л
4414;2016-08-31;Смоленская область;Город Смоленск;г. Смоленск;"66701000001";р. Днепр;Растворенный кислород;"";1;0.6;0.6;мг/л
4415;2016-08-31;Смоленская область;Краснинский район;д. Хлыстовка;"66624430201";р. Днепр;Растворенный кислород;"";1;0.4;0.4;мг/л
4416;2016-08-31;Смоленская область;Краснинский район;д. Хлыстовка;"66624430201";р. Днепр;Растворенный кислород;"";1;0.8;0.8;мг/л
4417;2016-08-31;Смоленская область;Краснинский район;д. Хлыстовка;"66624430201";р. Днепр;Растворенный кислород;"";1;1.0;1.0;мг/л
4418;2016-08-31;Смоленская область;Краснинский район;д. Хлыстовка;"66624430201";р. Днепр;Растворенный кислород;"";1;0.5;0.5;мг/л
4419;2016-08-31;Смоленская область;Краснинский район;д. Хлыстовка;"66624430201";р. Днепр;Растворенный кислород;"";1;0.9;0.9;мг/л
4420;2016-08-31;Смоленская область;Краснинский район;д. Хлыстовка;"66624430201";р. Днепр;Растворенный кислород;"";1;0.4;0.4;мг/л
4421;2016-08-31;Смоленская область;Краснинский район;д. Хлыстовка;"66624430201";р. Днепр;Растворенный кислород;"";1;1.6;1.6;мг/л
4422;2016-08-31;Хабаровский край;Николаевский;рп. Многовершинный;"08631158";р. Ул;Медь;"3";1;144;144;ПДК
4423;2016-08-31;Хабаровский край;Николаевский;рп. Многовершинный;"08631158";р. Ул;Медь;"3";1;209;209;ПДК
4424;2016-09-30;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;БПК5;"";1;35;35;ПДК
4425;2016-09-30;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Растворенный кислород;"";1;0.0;0.0;мг/л
4426;2016-09-30;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Метанол;"4";1;97;97;ПДК
4427;2016-09-30;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Растворенный кислород;"";1;1.8;1.8;мг/л
4428;2016-09-30;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;БПК5;"";1;39;39;ПДК
4429;2016-09-30;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Метанол;"4";1;62;62;ПДК
4430;2016-09-30;г. Санкт-Петербург;Санкт-Петербург;г. Санкт-Петербург;"40000000";р. Охта;Марганец;"4";1;56;56;ПДК
4431;2016-09-30;г. Санкт-Петербург;Санкт-Петербург;г. Санкт-Петербург;"40000000";р. Охта;Марганец;"4";1;57;57;ПДК
4432;2016-09-30;Мурманская область;Городской округ город Кировск с подведомственной территорией;г. Кировск;"47712000001";оз. Большой Вудъявр;Молибден;"2";1;17;17;ПДК
4433;2016-09-30;Мурманская область;Городской округ город Апатиты с подведомственной территорией;г. Апатиты;"47705000001";оз. Имандра;Молибден;"2";1;8;8;ПДК
4434;2016-09-30;Мурманская область;Городской округ город Апатиты с подведомственной территорией;г. Апатиты;"47705000001";р. Белая;Молибден;"2";1;13;13;ПДК
4435;2016-09-30;Мурманская область;Печенгский муниципальный район;пгт. Никель;"47515000051";р. Колос-Йоки;Никель;"3";1;64;64;ПДК
4436;2016-09-30;Мурманская область;Городской округ город Мончегорск с подведомственной территорией;г. Мончегорск;"47715000111";р. Нюдуай;Медь;"3";1;67;67;ПДК
4437;2016-09-30;Нижегородская область;Павловский район;г. Горбатов;"22642105001";р. Ока;Взвешенные вещества;"";1;87;87;ПДК
4438;2016-09-30;Новосибирская область;Новосибирск;г. Новосибирск;"50701000001";р. Ельцовка 2;Марганец;"4";1;68;68;ПДК
